,event_id_cnty,event_date,year,time_precision,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,admin1,admin2,admin3,location,latitude,longitude,geo_precision,fatalities,tags,population_best,civilian_targeting_dummy
5034,UKR273315,2024-10-17,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Orikhivska,Novodanylivka,47.5242,35.8235,2,0,,890.0,0
5035,UKR189353,2024-10-18,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Zvanivska,Zvanivka,48.8141,38.076,2,2,,1116.0,0
5036,UKR189357,2024-10-18,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.9836,37.2823,2,3,,14163.0,0
5037,UKR189362,2024-10-18,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Shakhtarske,47.8601,37.0037,2,5,,650.0,0
5038,UKR189378,2024-10-18,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Soledarska,Nykyforivka,48.7706,37.8991,2,2,,351.0,0
5039,UKR189433,2024-10-18,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,Zaporizhia,Vasylivskyi,Stepnohirska,Lobkove,47.5222,35.441,2,2,,97.0,0
5040,UKR189437,2024-10-18,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,2,2,,102632.0,0
5041,UKR189361,2024-10-18,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Pokrovska,Pokrovsk,48.281,37.1814,2,2,,42613.0,0
5042,UKR217204,2024-10-18,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,,,,State forces only,,Zaporizhia,Vasylivskyi,Enerhodarska,Enerhodar,47.4987,34.6574,1,0,,22163.0,0
5043,UKR188917,2024-10-18,2024,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,,,,State forces only,,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,0,,48790.0,0
5044,UKR190437,2024-10-19,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Police Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Chuhuivskyi,Vovchanska,Bilyi Kolodiaz,50.2049,37.1118,1,0,,3954.0,0
5045,UKR216449,2024-10-19,2024,2,Military Forces of Ukraine (2019-) Air Force,,State forces,,,,State forces only,,Zaporizhia,Vasylivskyi,Enerhodarska,Enerhodar,47.4987,34.6574,1,0,,22163.0,0
5046,UKR273295,2024-10-19,2024,2,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-) GRU,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Petropavlivska,Petropavlivka,49.7162,37.7171,2,0,,1428.0,0
5047,UKR273305,2024-10-19,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Vuhledarska,Vuhledar,47.7789,37.2481,2,3,,1996.0,0
5048,UKR189829,2024-10-20,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kherson,Khersonskyi,Darivska,Ivanivka,46.7453,33.0271,2,2,,1246.0,0
5049,UKR189831,2024-10-20,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Katerynivka,51.2127,34.5621,2,2,,56.0,0
5050,UKR189856,2024-10-20,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Vasylivskyi,Stepnohirska,Lobkove,47.5222,35.441,2,2,,97.0,0
5051,UKR189862,2024-10-20,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Malotokmachanska,Mala Tokmachka,47.5325,35.8978,2,2,,1664.0,0
5052,UKR189875,2024-10-20,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Luhansk,Svativskyi,Kolomyichyska,Nadiia,49.3705,37.926,2,1,,4.0,0
5053,UKR189878,2024-10-20,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Yunakivska,Novenke,51.2223,35.1055,2,1,,1.0,0
5054,UKR189914,2024-10-20,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Rohizne,51.257,34.4517,2,2,,3.0,0
5055,UKR189925,2024-10-20,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Siverska,Siversk,48.8726,38.096,2,1,,13476.0,0
5056,UKR189948,2024-10-20,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Khotinska,Veselivka,51.2012,34.936,2,2,,8.0,0
5057,UKR216417,2024-10-20,2024,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,,,,State forces only,,Zaporizhia,Vasylivskyi,Kamiansko-Dniprovska,Kamianka-Dniprovska,47.464,34.4305,1,0,,8839.0,0
5058,UKR216438,2024-10-20,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,,,,State forces only,,Zaporizhia,Vasylivskyi,Vasylivska,Vasylivka,47.4369,35.2742,1,0,local administrators,12339.0,0
5059,UKR216439,2024-10-20,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,,,,State forces only,,Zaporizhia,Vasylivskyi,Vodianska,Vodiane,47.4833,34.502,1,0,,9149.0,0
5060,UKR217226,2024-10-20,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,,,,State forces only,,Zaporizhia,Vasylivskyi,Vasylivska,Vasylivka,47.4369,35.2742,1,0,,12339.0,0
5061,UKR273304,2024-10-20,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Vuhledarska,Vuhledar,47.7789,37.2481,2,3,,1996.0,0
5062,UKR273306,2024-10-20,2024,2,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-) GRU,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Vuhledarska,Bohoiavlenka,47.8601,37.2135,2,0,,1285.0,0
5063,UKR189736,2024-10-21,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-) Air Force,,State forces,State forces-External/Other forces,,Zhytomyr,Zhytomyrskyi,Novohuivynska,Ozerne,50.18,28.7355,2,0,,3593.0,0
5064,UKR189667,2024-10-21,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Katerynivka,51.2127,34.5621,2,2,,56.0,0
5065,UKR189679,2024-10-21,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Sumy,Sumskyi,Krasnopilska,Krasnopillia,50.7746,35.2597,1,2,,6531.0,0
5066,UKR189698,2024-10-21,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Kostiantynivska,Maiske,48.6255,37.7775,2,2,,43.0,0
5067,UKR189737,2024-10-21,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Pavlivka,51.2231,34.5161,2,2,,523.0,0
5068,UKR189743,2024-10-21,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Krasnopilska,Pokrovka,50.8019,35.382,2,2,,421.0,0
5069,UKR189792,2024-10-21,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Kurakhivska,Yantarne,47.9405,37.1637,2,2,,118.0,0
5070,UKR189799,2024-10-21,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Khotinska,Zhuravka,51.2161,34.9866,2,2,,48.0,0
5071,UKR217229,2024-10-21,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Police Forces of Russian Occupation Government (2022-) State Emergency Service,,State forces,State forces-State forces,,Kherson,Khersonskyi,Velykokopanivska,Velyki Kopani,46.4882,32.9735,2,0,,7798.0,0
5072,UKR189657,2024-10-21,2024,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,0,,48790.0,0
5073,UKR190335,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Myropilska,Myropillia,51.0273,35.247,2,2,,1190.0,0
5074,UKR190276,2024-10-22,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Civilians (Ukraine),Labor Group (Ukraine),Civilians,State forces-Civilians,Civilian targeting,Zaporizhia,Vasylivskyi,Enerhodarska,Enerhodar,47.4987,34.6574,1,1,,22163.0,0
5075,UKR190285,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Iskryskivshchyna,51.239,34.3766,2,1,,275.0,0
5076,UKR190296,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Khotinska,Khotin,51.0786,34.78,2,1,,2288.0,0
5077,UKR190332,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.2959,37.2704,2,3,,18466.0,0
5078,UKR190349,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Obody,51.2224,34.6275,2,1,,281.0,0
5079,UKR190357,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Pavlivka,51.2231,34.5161,2,1,,523.0,0
5080,UKR190379,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Kramatorska,Semenivka,48.668,37.6496,2,1,,541.0,0
5081,UKR190386,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Siverska,Siversk,48.8726,38.096,2,2,,13476.0,0
5082,UKR190388,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,2,1,,58709.0,0
5083,UKR190397,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Sumska,Sumy,50.9216,34.8003,2,1,,105438.0,0
5084,UKR190417,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Khotinska,Volodymyrivka,51.1678,34.8792,2,1,,63.0,0
5085,UKR190428,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Yunakivska,Yunakivka,51.1213,35.0342,2,1,,898.0,0
5086,UKR190331,2024-10-22,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Mykolaivska,Mykolaivka West,50.9395,34.3729,2,1,,4800.0,0
5087,UKR216440,2024-10-22,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,,,,State forces only,,Zaporizhia,Vasylivskyi,Vasylivska,Vasylivka,47.4369,35.2742,1,0,local administrators,12339.0,0
5088,UKR217238,2024-10-22,2024,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,,,,State forces only,,Zaporizhia,Vasylivskyi,Vasylivska,Vasylivka,47.4369,35.2742,1,0,,12339.0,0
5089,UKR217251,2024-10-22,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Zaporizhia,Vasylivskyi,Enerhodarska,Enerhodar,47.4987,34.6574,1,1,,22163.0,0
5090,UKR190280,2024-10-22,2024,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,0,,48790.0,0
5091,UKR190449,2024-10-23,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Chasovoiarska,Chasiv Yar,48.5869,37.8324,2,1,,7881.0,0
5092,UKR190483,2024-10-23,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Aid Workers (Ukraine),State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.9836,37.2823,1,1,,14163.0,0
5093,UKR190490,2024-10-23,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Civilians (Ukraine),State forces,State forces-External/Other forces,,Kherson,Beryslavskyi,Tiahynska,Lvove,46.7909,33.1492,1,4,,2430.0,0
5094,UKR190492,2024-10-23,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Lypetska,Lyptsi,50.2037,36.4077,2,3,,3508.0,0
5095,UKR190503,2024-10-23,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.2959,37.2704,2,1,,18466.0,0
5096,UKR190538,2024-10-23,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Shakhtarske,47.8601,37.0037,2,3,,650.0,0
5097,UKR216535,2024-10-23,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Crimea,Yevpatoriiskyi,Olenivska,Olenivka,45.3738,32.5354,2,0,,1867.0,0
5098,UKR190513,2024-10-23,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Novopil,47.8071,36.6246,2,3,,125.0,0
5099,UKR190719,2024-10-24,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Crimea,Yevpatoriiskyi,Olenivska,Olenivka,45.3738,32.5354,2,0,,1867.0,0
5100,UKR216418,2024-10-24,2024,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,,,,State forces only,,Zaporizhia,Vasylivskyi,Enerhodarska,Enerhodar,47.4987,34.6574,1,0,,22163.0,0
5101,UKR216425,2024-10-24,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Kherson,Kakhovskyi,Tavrychanska,Tavrychanka,46.5515,33.8201,1,0,,864.0,0
5102,UKR216429,2024-10-24,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Zaporizhia,Polohivskyi,Polohivska,Polohy,47.4844,36.2536,2,0,,18775.0,0
5103,UKR217260,2024-10-24,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Zaporizhia,Polohivskyi,Polohivska,Polohy,47.4844,36.2536,2,0,,18775.0,0
5104,UKR217261,2024-10-24,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Kherson,Kakhovskyi,Tavrychanska,Tavrychanka,46.5515,33.8201,2,0,,864.0,0
5105,UKR190134,2024-10-24,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.9495,37.6138,1,0,,24601.0,0
5106,UKR190139,2024-10-24,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,,,,State forces only,,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,0,,48790.0,0
5107,UKR190031,2024-10-25,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Luhansk,Luhanskyi,Luhanska,Luhansk,48.567,39.3171,3,0,,149608.0,0
5108,UKR189991,2024-10-25,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,Kharkiv,Iziumskyi,Oskilska,Donetske,49.1521,37.2524,2,3,,999.0,0
5109,UKR189998,2024-10-25,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kharkivskyi,Derhachivska,Hoptivka,50.2828,36.2693,2,5,,315.0,0
5110,UKR190025,2024-10-25,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.9836,37.2823,2,1,,14163.0,0
5111,UKR190036,2024-10-25,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Zaporizhia,Polohivskyi,Malotokmachanska,Mala Tokmachka,47.5325,35.8978,2,5,,1664.0,0
5112,UKR190075,2024-10-25,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) National Guard,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Toretska,Shcherbynivka,48.3943,37.7901,2,3,,1898.0,0
5113,UKR190076,2024-10-25,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Siverska,Siversk,48.8726,38.096,2,2,,13476.0,0
5114,UKR190111,2024-10-25,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Zvanivska,Zvanivka,48.8141,38.076,2,2,,1116.0,0
5115,UKR189999,2024-10-25,2024,1,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,0,,48790.0,0
5116,UKR191276,2024-10-26,2024,1,Military Forces of Ukraine (2019-) National Guard,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Donetsk,Volnovaskyi,Velykonovosilkivska,Zolota Nyva,47.7943,36.9905,1,0,,134.0,0
5117,UKR190827,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Yunakivska,Basivka,51.1856,35.0877,2,1,,436.0,0
5118,UKR190828,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Khotinska,Bilovody,51.1757,34.9765,2,1,,246.0,0
5119,UKR190829,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Chasovoiarska,Chasiv Yar,48.5869,37.8324,2,1,,7881.0,0
5120,UKR190833,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Myropilska,Myropillia,51.0273,35.247,2,1,,1190.0,0
5121,UKR190834,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Pavlivka,51.2231,34.5161,2,1,,523.0,0
5122,UKR190835,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Petropavlivska,Pischane,49.5693,37.8295,2,1,,193.0,0
5123,UKR190837,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Sumska,Stetskivka,51.0099,34.7769,2,1,,2656.0,0
5124,UKR190838,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Sumska,Sumy,50.9216,34.8003,2,4,,105438.0,0
5125,UKR190839,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Pokrovskyi,Kurakhivska,Uspenivka,47.917,37.2297,2,1,,455.0,0
5126,UKR190840,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Khotinska,Zhuravka,51.2161,34.9866,2,1,,48.0,0
5127,UKR191162,2024-10-26,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Kherson,Beryslavskyi,Tiahynska,Lvove,46.7909,33.1492,1,2,,2430.0,0
5128,UKR190831,2024-10-26,2024,1,Police Forces of Ukraine (2019-) State Border Guard Service,,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,Kharkiv,Kupianskyi,Kupianska,Kupiansk,49.7106,37.6152,2,7,,23424.0,0
5129,UKR190613,2024-10-27,2024,1,Military Forces of Ukraine (2019-) Air Force,,State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,0,,48790.0,0
5130,UKR190593,2024-10-27,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Donetsk,Bakhmutskyi,Chasovoiarska,Chasiv Yar,48.5869,37.8324,2,1,,7881.0,0
5131,UKR190584,2024-10-27,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Yunakivska,Basivka,51.1856,35.0877,2,1,,436.0,0
5132,UKR190602,2024-10-27,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Katerynivka,51.2127,34.5621,2,1,,56.0,0
5133,UKR190615,2024-10-27,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Yunakivska,Loknia,51.1483,35.058,2,1,,181.0,0
5134,UKR190620,2024-10-27,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Myrlohy,51.196,34.5342,2,1,,3.0,0
5135,UKR190626,2024-10-27,2024,1,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Myropilska,Myropillia,51.0273,35.247,2,1,,1190.0,0
5136,UKR190639,2024-10-27,2024,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,Sumy,Sumskyi,Bilopilska,Pavlivka,51.2231,34.5161,2,1,,523.0,0
